SL,District,YEAR,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Attempt to commit Rape,Kidnapping & Abduction_Total,Dacoity,Making Preparation and Assembly for committing Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Insult to the Modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Causing Death by Negligence,Offences against State,Offences promoting enmity between different groups,Extortion,Disclosure of Identity of Victims,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total Cognizable IPC crimes
State: Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,North Goa,2016,15,10,11,0,33,0,56,4,0,6,93,253,10,72,27,84,10,2,7,47,0,94,19,11,0,92,0,0,1,0,194,17,0,207,1375
2,South Goa,2016,15,8,1,0,27,0,50,3,0,7,75,178,9,45,11,34,4,2,10,38,2,44,13,12,0,136,0,0,0,0,317,7,1,180,1229
3,C. I. D.,2016,0,0,0,0,1,0,0,0,0,1,0,32,1,0,1,23,1,0,0,0,0,5,0,0,0,1,0,0,1,0,0,11,0,10,88
4,Total District(s),,30,18,12,0,61,0,106,7,0,14,168,463,20,117,39,141,15,4,17,85,2,143,32,23,0,229,0,0,2,0,511,35,1,397,2692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ahmedabad City,2016,103,65,6,1,112,0,376,12,4,125,449,2624,10,117,254,202,11,12,18,170,2,131,8,562,0,434,0,1,32,0,1437,0,7,9098,16383
2,Ahmedabad Rural,2016,28,100,2,0,28,0,61,10,0,19,55,147,2,40,52,0,91,0,4,44,1,29,1,54,0,276,0,0,2,0,336,0,2,4356,5740
3,Amreli,2016,18,19,2,0,12,0,71,4,0,20,81,98,8,36,24,5,4,0,2,62,0,24,0,102,0,120,0,0,6,0,176,0,1,812,1707
4,Anand,2016,19,43,4,0,14,0,117,24,1,48,168,297,20,62,33,90,15,0,7,68,0,66,1,126,0,237,0,0,8,0,1530,0,0,1442,4440
5,Arvalli,2016,11,13,1,0,10,0,52,4,0,9,89,136,7,14,7,17,2,1,4,28,0,24,0,101,0,128,0,0,0,0,136,0,0,1697,2491
6,Banaskantha,2016,49,30,2,0,55,0,117,21,2,59,174,334,21,91,51,75,0,0,10,83,0,64,2,195,0,277,0,0,2,0,405,0,0,2216,4335
7,Bharuch,2016,43,19,0,0,50,1,55,8,0,18,141,359,3,52,95,2,0,1,6,73,0,33,1,64,0,334,0,1,12,0,421,0,0,1631,3423
8,Bhavnagar,2016,40,23,2,0,12,0,91,7,0,26,165,243,7,57,13,27,5,5,15,114,1,30,3,120,0,175,0,0,9,1,371,0,2,4493,6057
9,Botad,2016,10,7,1,0,10,0,39,2,0,6,46,92,0,29,1,1,3,0,2,55,1,16,0,36,0,60,0,1,10,0,89,0,2,563,1082
10,Chhotaudepur,2016,28,12,0,0,16,0,30,3,0,2,28,140,4,23,2,5,0,2,3,49,0,12,0,14,0,119,0,0,1,0,117,0,0,599,1209
11,C. I. D. Crime,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12,Dahod,2016,32,26,4,0,47,0,118,28,1,28,89,189,30,48,5,23,0,2,12,106,0,25,0,144,0,167,0,0,5,0,476,0,0,1221,2826
13,Dang,2016,9,1,0,0,0,0,2,0,0,1,3,8,1,1,8,1,0,2,0,3,0,2,1,0,0,28,0,0,0,0,0,0,0,95,166
14,Devbhumi Dwarka,2016,9,13,0,0,4,0,19,5,0,11,27,63,10,23,7,7,1,0,1,35,0,8,0,25,0,79,0,0,8,0,131,0,0,498,984
15,Gandhinagar,2016,19,25,2,0,10,1,89,13,0,53,134,395,5,48,16,105,10,10,2,49,0,38,36,116,0,218,0,0,3,0,423,0,1,2663,4484
16,Gir Somnath,2016,11,18,1,0,16,0,40,5,0,14,35,95,12,59,10,11,1,1,3,38,0,28,0,125,0,105,0,0,0,0,90,0,0,722,1440
17,Jamnagar,2016,22,85,11,0,19,0,58,6,2,21,94,219,5,40,26,16,6,0,4,76,1,22,0,92,0,144,0,0,11,0,1025,0,0,1093,3098
18,Junagadh,2016,31,22,1,1,18,0,55,2,0,25,99,166,3,38,37,33,9,0,8,54,0,27,0,158,0,108,0,0,10,0,432,0,2,1070,2409
19,Kachchh East(G),2016,39,18,3,0,37,0,49,4,0,35,116,308,2,52,17,43,9,1,4,76,1,33,0,54,0,202,0,0,9,0,650,0,0,972,2734
20,Kachchh West(B),2016,18,16,0,1,32,0,25,2,0,9,97,157,6,48,23,25,24,4,2,60,0,28,1,97,0,158,0,3,4,0,493,0,2,731,2066
21,Kheda,2016,35,18,1,1,33,0,37,6,0,3,58,160,2,26,21,21,7,0,5,82,0,20,0,69,0,251,0,0,3,0,669,0,0,2326,3854
22,Mahisagar,2016,19,10,1,0,8,0,30,1,0,4,26,62,5,14,10,10,1,1,5,31,0,11,0,42,0,89,0,0,3,0,109,0,0,498,990
23,Mehsana,2016,27,42,2,0,25,1,117,32,0,90,273,534,22,118,50,37,2,0,18,83,0,55,0,159,0,244,0,0,5,0,584,0,0,2884,5404
24,Morbi,2016,26,11,2,1,16,0,39,4,0,10,54,120,7,19,31,2,0,1,6,43,1,9,1,16,0,189,0,0,1,0,147,0,0,1887,2643
25,Narmada,2016,8,7,0,0,13,0,10,2,0,5,20,41,0,10,18,1,0,0,3,36,0,12,0,10,0,94,0,0,0,0,139,0,0,350,779
26,Navsari,2016,22,6,1,0,14,0,31,3,0,9,104,163,7,29,55,9,2,1,2,37,0,14,0,20,0,220,0,0,4,0,200,0,3,937,1893
27,Panchmahal,2016,29,25,1,0,19,0,68,5,0,8,77,132,8,26,19,22,0,1,3,57,1,31,0,95,0,226,0,0,0,0,445,0,0,1012,2310
28,Patan,2016,20,20,1,0,20,0,34,15,1,34,77,185,8,26,15,13,9,3,10,68,2,23,0,59,0,133,0,0,4,0,273,0,0,1449,2502
29,Porbandar,2016,14,7,3,0,7,0,20,2,0,4,31,56,2,17,7,9,0,1,4,16,0,11,0,56,0,54,0,0,2,0,113,0,1,1058,1495
30,Rajkot City,2016,54,47,5,0,42,0,122,7,0,49,242,927,21,67,197,38,30,6,15,74,0,29,0,168,0,153,0,0,60,0,566,0,2,878,3799
31,Rajkot Rural,2016,27,46,1,1,28,0,81,9,2,33,88,190,11,47,67,16,1,1,4,39,0,24,0,177,0,179,0,0,11,0,1003,0,1,1203,3290
32,Sabarkantha,2016,30,16,4,0,21,0,69,16,0,41,158,393,11,73,13,82,10,0,7,36,0,37,0,149,0,213,0,0,2,0,273,0,0,1281,2935
33,Surat City,2016,102,44,1,0,121,0,270,5,2,63,201,1174,9,55,33,391,25,7,7,190,0,55,0,195,0,277,0,0,30,0,459,0,5,16123,19844
34,Surat Rural,2016,38,19,1,0,13,1,50,8,1,22,137,275,1,19,16,41,17,1,5,53,0,22,0,21,0,420,0,0,2,0,752,0,2,886,2823
35,Surendranagar,2016,38,46,1,0,25,0,41,12,1,28,82,136,9,48,17,5,6,1,13,93,1,32,0,42,0,208,0,2,11,0,351,0,0,1142,2391
36,Tapi,2016,19,6,0,0,14,0,11,2,1,2,28,44,6,2,11,7,0,2,2,14,0,6,0,5,0,145,0,0,2,0,141,0,1,288,759
37,Vadodara City,2016,14,35,4,0,16,1,150,16,3,134,389,1360,9,122,20,222,2,2,12,119,0,120,2,221,0,202,0,0,16,0,686,0,2,9826,13705
38,Vadodara Rural,2016,22,13,1,0,19,0,41,4,0,8,53,146,5,23,6,26,5,1,0,60,0,19,1,27,0,290,0,1,1,0,298,0,1,3053,4124
39,Valsad,2016,29,11,0,0,25,0,92,12,1,26,185,332,7,34,40,34,55,5,14,101,0,39,0,15,0,349,0,0,5,0,287,0,0,1232,2930
40,W.Rly  Ahmedabad,2016,4,2,0,0,1,0,2,0,0,18,7,408,0,1,1,4,0,0,0,2,0,6,0,0,0,1,0,0,0,0,2,0,0,94,553
41,W.Rly Vadodara,2016,4,0,1,0,0,0,5,2,2,35,4,883,0,1,2,4,0,1,0,4,0,9,1,1,0,0,0,0,0,0,0,0,0,50,1009
42,Total District(s),,1120,986,73,6,982,5,2784,323,24,1155,4384,13791,306,1659,1330,1693,364,76,242,2481,12,1224,59,3732,0,7306,0,9,294,1,16235,0,37,84429,147122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ambala (Urban),2016,22,43,7,1,25,5,62,4,0,14,300,473,0,33,106,96,30,0,20,147,5,48,7,70,0,299,0,0,5,0,294,1,1,844,2962
2,Bhiwani,2016,62,41,2,0,51,17,74,15,2,50,379,503,0,200,27,88,39,1,58,107,22,93,1,127,0,231,0,3,8,0,362,0,16,1281,3860
3,Faridabad,2016,64,66,4,0,144,8,360,15,10,49,463,2468,0,196,244,115,156,3,17,214,23,131,8,418,0,228,1,1,43,0,437,1,9,1915,7811
4,Fatehabad,2016,22,21,1,0,39,1,34,7,1,14,201,355,0,67,16,107,1,3,13,26,4,69,1,81,0,106,0,0,7,0,167,1,9,1033,2407
5,G. R. P.,2016,23,5,1,0,0,0,17,4,5,22,0,641,0,27,4,15,0,0,0,10,4,6,0,0,0,16,0,0,0,0,41,0,0,729,1570
6,Gurgaon,2016,108,82,4,1,201,15,394,15,2,91,714,5134,0,238,176,624,4,2,12,107,20,316,55,315,0,432,1,1,64,0,791,2,10,2532,12463
7,Hissar,2016,56,41,1,0,70,2,76,9,7,41,474,1198,0,106,28,264,2,3,90,231,14,101,3,244,0,240,1,3,26,0,400,2,13,1708,5454
8,Jhajjar,2016,65,53,1,1,27,1,37,7,5,53,164,389,0,95,21,182,0,0,102,84,22,57,3,144,0,238,0,1,8,0,259,0,7,571,2597
9,Jind,2016,57,37,4,0,31,7,95,4,4,42,328,710,0,164,120,116,0,1,32,32,13,53,0,103,0,179,2,0,8,0,206,0,1,1009,3358
10,Kaithal,2016,24,29,1,0,42,1,104,5,0,16,261,498,0,0,91,69,19,0,20,65,6,59,0,96,0,171,0,1,10,0,206,0,4,634,2432
11,Karnal,2016,69,65,1,1,89,18,496,15,1,48,471,1159,0,85,20,372,101,0,17,222,17,116,18,218,0,362,0,2,17,0,403,0,11,1129,5543
12,Kurukshetra,2016,24,25,1,0,28,8,103,5,4,17,398,866,0,0,97,105,50,2,18,110,6,55,2,179,0,214,0,0,3,0,301,1,0,894,3516
13,Mahendergarh,2016,25,7,0,0,16,5,35,2,0,11,195,399,0,133,33,73,66,0,20,60,9,38,2,75,0,198,0,0,4,0,264,0,4,618,2292
14,Mewat,2016,30,20,1,0,46,1,57,17,3,5,86,420,0,182,10,24,37,1,4,43,12,41,0,68,0,178,0,1,13,0,295,1,2,582,2180
15,Palwal,2016,62,67,0,1,32,4,81,7,5,4,225,1088,0,239,67,60,51,1,11,63,15,116,0,119,0,188,0,0,25,0,316,0,4,1011,3862
16,Panchkula,2016,13,11,0,0,20,0,45,1,2,2,104,256,0,0,1,89,28,1,4,19,1,21,3,67,0,100,0,0,2,0,129,1,1,518,1439
17,Panipat,2016,56,43,2,0,57,3,639,5,26,6,415,1148,0,115,30,191,45,3,23,35,11,102,6,217,0,286,0,1,13,0,301,0,2,952,4733
18,Rewari,2016,25,28,3,0,47,7,39,8,3,43,231,694,0,104,10,55,22,0,10,127,14,69,7,92,0,271,0,0,13,0,385,0,1,562,2870
19,Rohtak,2016,75,64,5,0,61,10,451,22,0,73,472,1297,0,662,30,184,2,1,560,41,15,125,1,201,0,213,9,2,20,0,308,1,9,1085,5999
20,Sirsa,2016,37,27,0,0,48,6,68,0,3,22,278,430,0,36,14,66,81,2,11,91,5,66,4,134,0,107,0,0,11,0,153,0,5,972,2677
21,Sonipat,2016,107,82,2,1,75,6,198,4,6,59,380,819,0,162,25,153,0,0,22,136,17,106,2,224,0,400,0,0,14,0,390,1,9,1299,4699
22,Yamunanagar,2016,31,32,1,0,38,12,467,6,0,52,398,796,0,0,14,107,26,0,6,82,5,72,1,121,0,222,0,0,6,0,259,0,2,846,3602
23,Irrigation & Power,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,201
24,Total District(s),,1057,889,42,6,1187,137,3932,177,89,734,6937,21741,0,2844,1184,3155,760,24,1070,2052,260,1860,124,3313,0,4879,14,16,320,0,6667,12,120,22925,88527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Himachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Baddi,2016,8,2,0,0,12,0,14,1,0,1,23,40,0,26,24,12,2,0,1,11,0,13,2,12,0,77,0,0,0,0,118,0,1,192,592
2,Bilaspur,2016,3,8,0,0,15,0,25,0,0,2,29,36,3,38,1,25,0,3,12,27,1,36,5,22,0,32,0,0,0,0,185,0,0,541,1049
3,Chamba,2016,3,4,0,0,25,0,14,0,0,0,61,16,0,27,5,24,1,0,5,27,0,22,0,8,0,55,0,0,0,0,76,0,1,254,628
4,C. I. D.,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
5,G. R. P.,2016,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
6,Hamirpur,2016,4,4,0,0,13,0,14,0,0,0,23,6,6,11,3,17,2,0,15,41,1,25,4,12,0,34,0,0,0,0,108,0,3,356,702
7,Kangra,2016,21,15,0,1,41,2,48,0,0,0,122,79,0,69,16,55,12,0,19,82,0,65,18,39,0,133,0,0,0,0,403,0,4,1171,2415
8,Kinnaur,2016,4,1,0,0,8,1,3,0,0,0,9,9,13,17,4,4,0,0,0,11,0,3,0,3,0,18,0,0,0,0,29,0,0,94,231
9,Kullu,2016,6,2,0,0,17,0,18,0,0,0,34,30,0,15,3,12,0,0,6,16,0,24,1,15,0,64,0,0,0,0,130,0,0,364,757
10,Lahaul & Spiti,2016,0,0,2,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,7,0,0,78,106
11,Mandi,2016,9,7,0,0,30,0,45,1,0,1,68,36,12,48,5,56,1,1,8,52,1,91,16,23,0,67,0,0,4,0,400,0,2,939,1923
12,Shimla,2016,17,5,0,0,28,0,43,0,0,0,69,58,6,52,30,46,10,0,10,30,0,44,2,25,0,143,1,0,1,0,360,0,2,1257,2239
13,Sirmaur,2016,7,10,1,0,34,0,28,0,0,4,35,60,0,44,10,19,1,0,3,22,0,37,0,21,0,66,0,0,1,0,176,0,0,276,855
14,Solan,2016,9,3,0,0,13,0,16,0,0,1,43,62,2,14,9,17,8,0,7,17,0,22,0,3,0,45,0,0,1,0,191,0,1,326,810
15,Una,2016,10,5,0,0,15,0,21,1,0,1,39,45,2,31,9,59,1,0,8,33,0,28,1,31,0,108,0,0,2,0,188,0,0,419,1057
16,Total District(s),,101,66,3,1,252,3,290,3,0,11,555,480,44,395,119,346,38,4,94,371,3,410,49,214,0,853,1,0,9,0,2371,0,14,6286,13386
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Jammu & Kashmir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Anantnag,2016,6,93,0,0,6,2,63,0,0,4,74,89,0,276,3,17,0,0,36,0,0,84,11,10,0,22,0,0,0,0,175,0,0,405,1376
2,Awantipora,2016,4,13,0,0,4,0,22,0,0,2,10,32,0,136,1,5,0,0,4,0,0,43,0,2,0,15,0,0,0,0,81,0,0,150,524
3,Bandipora,2016,6,8,0,0,4,0,26,0,0,1,25,27,0,112,2,9,0,0,10,0,0,24,2,2,0,9,0,0,0,0,41,0,0,179,487
4,Baramulla,2016,5,14,2,0,6,0,45,0,0,2,69,70,0,388,3,23,0,0,15,3,0,87,14,10,0,9,0,0,0,0,172,0,3,329,1269
5,Budgam,2016,3,85,3,0,10,0,42,0,0,6,125,127,0,152,3,7,4,1,16,1,0,50,3,5,0,7,0,0,0,0,83,0,0,342,1075
6,Crime Jammu,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
7,Crime Srinagar,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63
8,Doda,2016,6,11,1,0,14,0,28,0,0,0,31,19,0,13,3,16,0,0,10,1,0,26,4,7,0,23,0,0,0,0,154,0,0,278,645
9,Ganderbal,2016,1,9,0,0,0,3,27,0,0,0,17,26,0,69,0,1,0,0,8,0,0,81,0,11,0,9,0,0,0,0,52,0,0,209,523
10,Handwara,2016,8,9,0,0,5,0,22,0,0,0,16,57,0,172,1,6,0,0,8,0,0,55,2,3,0,8,0,0,0,0,81,0,0,283,736
11,Jammu,2016,30,72,0,0,43,0,115,0,0,3,192,412,0,61,17,117,0,3,17,12,2,120,27,91,0,155,0,0,0,0,1120,0,1,1241,3851
12,Kargil,2016,0,0,0,0,0,0,1,0,0,0,5,3,0,3,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,39,0,0,12,87
13,Kathua,2016,7,7,0,0,10,7,40,1,0,1,59,72,0,22,7,27,0,0,11,11,2,40,11,15,0,65,0,0,0,0,405,0,3,375,1198
14,Kishtwar,2016,1,5,0,0,10,0,15,0,0,0,21,13,0,0,2,6,0,0,5,0,0,18,3,8,0,3,0,0,0,0,75,0,0,116,301
15,Kulgam,2016,5,13,0,0,6,0,42,3,0,11,45,45,0,208,3,9,0,1,13,0,0,82,7,1,0,15,0,0,0,0,134,0,2,245,890
16,Kupwara,2016,9,32,1,0,14,0,37,0,0,0,26,44,0,345,2,5,0,0,10,0,0,20,1,12,0,2,0,0,0,0,109,0,2,243,914
17,Leh,2016,1,2,0,0,2,0,2,0,0,1,8,0,0,0,0,4,0,0,0,1,0,4,1,0,0,35,0,0,0,0,59,0,0,15,135
18,Poonch,2016,4,17,2,0,11,0,32,0,0,0,25,23,0,53,2,17,0,0,8,62,0,38,3,24,0,24,0,0,0,0,184,0,2,302,833
19,Pulwama,2016,7,20,0,0,2,0,18,1,0,5,28,32,0,220,0,5,0,1,5,58,0,27,1,2,0,8,0,0,0,0,66,0,1,94,601
20,Railways Jammu,2016,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,21
21,Railways Kashmir,2016,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,30
22,Railways Katra,2016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
23,Rajouri,2016,11,34,4,0,37,1,49,1,0,0,53,71,0,21,2,12,9,0,16,14,0,54,9,39,0,46,5,0,0,0,316,0,1,744,1549
24,Ramban,2016,2,6,0,0,13,0,17,0,0,0,15,25,0,4,4,6,6,0,1,3,0,23,5,5,0,55,4,0,0,0,192,0,0,199,585
25,Reasi,2016,2,5,0,0,11,1,18,0,0,0,28,27,0,5,0,15,0,0,2,5,0,16,0,4,0,26,4,0,0,0,222,0,2,221,614
26,Samba,2016,3,15,0,0,11,0,15,0,0,4,36,48,0,15,2,11,0,0,1,4,2,11,7,1,0,0,0,0,0,0,290,0,0,183,659
27,Shopian,2016,1,45,0,0,7,0,18,0,0,3,12,67,0,181,8,10,0,0,7,0,0,56,0,11,0,3,0,0,0,0,40,0,0,131,600
28,Sopore,2016,3,19,0,0,2,0,32,0,0,7,41,94,0,531,5,18,0,1,7,0,0,79,5,9,0,6,0,0,0,0,79,0,1,167,1106
29,Srinagar,2016,10,27,6,0,8,1,55,0,0,9,211,308,0,409,6,56,0,0,55,4,0,163,23,42,0,49,3,5,0,0,275,0,2,897,2624
30,Udhampur,2016,5,12,3,0,20,2,29,0,0,0,60,67,0,0,2,9,0,0,3,5,0,32,14,28,0,58,0,0,0,0,414,0,3,372,1138
31,Total District(s),,142,574,22,0,256,17,810,6,0,59,1232,1820,0,3410,78,538,19,7,268,184,6,1235,153,342,0,674,16,5,0,0,4859,0,23,7746,24501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Bokaro,2016,54,2,0,0,64,5,84,11,0,29,123,624,0,109,3,187,26,0,16,0,15,24,0,69,0,2,0,0,37,0,0,0,0,1109,2593
2,Chaibasa,2016,104,5,0,0,74,0,27,11,0,14,18,118,0,8,10,18,16,1,1,14,3,4,0,18,0,83,0,0,6,0,73,4,0,137,767
3,Chatra,2016,51,0,0,0,25,0,38,8,0,22,37,139,0,117,0,82,0,0,0,0,12,12,0,24,0,60,0,0,19,0,62,0,0,659,1367
4,Deoghar,2016,54,39,5,0,55,4,94,9,0,28,112,417,8,108,12,45,60,0,12,181,23,107,1,110,0,103,0,0,43,0,113,0,1,910,2654
5,Dhanbad,2016,74,58,0,0,110,49,159,21,2,30,169,929,7,58,74,168,195,0,20,32,30,129,2,71,0,65,0,0,42,0,394,0,0,1284,4172
6,Dhanbad Railway,2016,11,5,0,0,2,0,2,5,0,9,8,303,0,0,0,2,0,0,0,4,1,3,1,0,0,2,0,1,0,0,0,1,1,42,403
7,Dumka,2016,48,8,0,0,27,6,37,8,0,18,45,195,0,42,1,39,2,2,0,21,14,14,0,25,0,110,0,0,14,0,165,0,0,600,1441
8,Garhwa,2016,59,0,0,0,48,13,72,2,0,20,35,125,0,207,0,171,0,0,0,2,15,47,0,51,0,0,0,0,49,0,0,0,0,1131,2047
9,Giridih,2016,74,99,0,0,60,17,82,23,0,35,83,367,0,267,20,66,21,0,14,19,34,27,0,70,0,158,0,0,56,0,85,0,0,1362,3039
10,Godda,2016,54,0,0,0,46,0,66,6,0,20,68,194,0,98,0,27,0,0,0,0,3,0,0,18,0,0,0,0,8,0,0,0,0,637,1245
11,Gumla,2016,148,36,3,0,54,3,67,6,0,22,24,203,0,11,2,31,13,0,11,0,3,12,0,7,0,118,0,0,39,0,66,59,1,191,1130
12,Hazaribagh,2016,55,66,1,0,54,12,111,23,4,27,116,539,6,148,3,262,6,0,20,131,13,22,0,41,0,208,0,0,31,0,111,0,0,855,2865
13,Jamshedpur,2016,93,29,4,0,67,15,70,4,0,33,167,991,0,119,37,635,34,0,22,731,20,40,0,98,0,174,0,0,35,0,0,0,3,363,3784
14,Jamshedpur Railway,2016,7,0,0,0,0,0,0,0,0,3,6,120,0,0,1,1,0,0,0,0,0,4,0,1,0,1,0,0,3,0,0,3,1,18,169
15,Jamtara,2016,15,60,3,0,19,13,33,5,0,12,26,152,21,97,6,51,22,0,3,25,9,62,0,57,0,28,0,0,20,0,30,1,0,115,885
16,Khunti,2016,67,23,0,0,21,0,9,0,0,14,12,59,0,4,0,9,0,0,2,0,0,0,0,2,0,59,0,0,9,0,0,4,0,50,344
17,Koderma,2016,24,21,0,0,14,0,38,4,0,9,27,114,420,47,0,118,0,0,1,14,12,0,0,19,0,65,0,0,3,0,63,0,0,243,1256
18,Latehar,2016,42,0,0,0,25,0,33,9,0,13,12,102,0,23,0,15,34,0,2,0,4,10,0,10,0,63,0,0,8,0,73,5,0,218,701
19,Lohardagga,2016,36,17,0,0,46,0,32,2,0,14,14,121,0,26,7,36,0,0,0,2,5,14,0,10,0,74,0,0,10,0,38,0,0,140,644
20,Pakur,2016,24,74,8,0,43,9,22,5,0,7,16,151,0,5,7,28,0,0,0,10,3,41,0,63,0,57,0,0,11,0,0,3,0,187,774
21,Palamu,2016,93,94,4,0,26,2,47,12,0,51,53,158,0,87,32,39,28,0,5,94,33,12,0,19,0,93,0,0,14,0,81,0,0,835,1912
22,Ramgarh,2016,32,49,2,5,17,14,47,7,0,22,67,254,9,9,29,30,21,0,5,7,8,40,0,15,0,135,0,0,14,0,49,0,0,231,1118
23,Ranchi,2016,123,92,0,0,103,0,64,21,5,68,92,481,34,66,22,65,57,0,5,72,6,0,0,38,0,105,0,0,42,0,357,56,0,492,2466
24,Sahebganj,2016,33,61,1,0,53,15,43,4,1,8,17,107,0,54,7,64,5,5,2,0,2,10,0,109,0,39,0,0,2,0,54,3,0,585,1284
25,Saraikela,2016,73,45,0,1,28,2,26,0,0,18,51,273,11,9,8,40,25,0,1,5,8,33,9,37,0,130,0,0,48,0,71,3,0,171,1126
26,Simdega,2016,66,2,0,0,28,0,6,4,0,5,8,49,0,2,11,25,0,0,1,0,2,0,0,20,0,0,0,0,22,0,116,18,0,139,524
27,Total District(s),,1514,885,31,6,1109,179,1309,210,12,551,1406,7285,516,1721,292,2254,565,8,143,1364,278,667,13,1002,0,1932,0,1,585,0,2001,160,7,12704,40710
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Bagalkot,2016,37,47,1,0,27,0,39,5,0,15,77,242,0,139,7,76,11,1,10,26,3,101,0,54,0,342,1,0,0,0,534,0,0,288,2083
2,Bengaluru City,2016,229,590,20,1,321,3,974,101,340,789,1647,10578,19,524,105,3309,52,39,137,220,57,820,51,489,0,943,3,4,151,2,4546,6,2,18725,45797
3,Bengaluru District,2016,72,76,6,0,59,0,178,10,26,96,289,737,0,261,34,343,20,2,25,16,6,124,0,101,0,670,0,0,0,0,1682,0,0,951,5784
4,Belagavi District,2016,73,101,1,0,65,0,64,6,1,20,140,220,0,370,22,128,12,1,12,110,2,180,3,130,0,629,0,0,4,0,1407,0,1,675,4377
5,Ballari,2016,39,78,3,4,62,0,104,5,2,46,165,274,0,246,23,163,9,0,5,9,9,126,6,46,0,337,0,0,2,0,835,0,0,528,3126
6,Bidar,2016,50,84,1,63,17,4,51,2,6,24,117,196,0,159,11,60,2,0,12,43,8,78,5,89,0,271,0,0,8,0,1101,0,0,1102,3564
7,Vijayapura,2016,75,65,1,0,50,0,58,7,6,28,117,253,0,225,5,77,7,0,6,54,3,102,3,114,0,374,0,0,0,0,791,0,0,540,2961
8,Chikkaballapura,2016,38,52,0,0,73,0,50,1,4,34,88,177,0,218,5,78,8,1,14,13,6,63,0,21,0,242,0,0,6,0,483,0,0,597,2272
9,Chamarajnagar,2016,26,62,0,0,20,1,23,2,0,14,56,103,27,97,2,108,2,0,5,12,3,123,0,16,0,141,0,0,0,0,425,1,0,442,1711
10,Chikkamagaluru,2016,32,65,6,0,50,0,52,14,1,33,118,219,0,125,4,84,11,0,12,20,5,209,2,74,0,204,0,0,0,0,753,0,0,819,2912
11,Chitradurga,2016,32,34,2,0,32,0,109,6,0,55,116,307,0,209,10,80,9,2,10,10,12,239,2,55,0,364,0,0,0,0,1429,0,0,825,3949
12,Dakshina Kannada,2016,18,28,0,0,34,0,19,8,3,21,93,179,0,100,7,62,7,2,4,8,0,65,5,19,0,170,0,1,1,0,831,0,1,424,2110
13,Davanagere,2016,40,35,0,0,42,0,83,2,2,27,117,282,0,232,7,95,13,0,13,44,3,182,0,62,0,301,1,1,4,0,907,0,0,497,2992
